类型,航班起始日期,航班截止日期,班期,航班号,出发站,到达站,STD,STA,ETD,ETA,机型,机号,dd_flag,飞机,机组,乘务,apt_access,VIP,重点航班,rpl_remark,固定衔接环,专项整治,放区,release_seat,alarm_flag,flt_task,航班类型,调整原因,备注,状态,issue_flag,scen_name,bill_no
变更,2025/6/23 0:00,2025/6/23 0:00,1______,161,PEK,KIX,2025/6/23 16:25,2025/6/23 19:30,2025/6/23 16:25,2025/6/23 19:30,32A,B6326,1,本部,本部,本部,n,0,,"换飞机,",0,,京,DM O-C,0,正班,国际,工程机务,"因 B6326 维护信息：ENG 2 FADEC;故障信息：T25 SNSR, J12, ECU ENG2B ，需6月23日回京航后，航班调整。",拟制,方案,PEK-E-wangmeng-2025-06-23-0652,154211188
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1641,PEK,HRB,2025/6/23 19:20,2025/6/23 21:15,2025/6/23 19:20,2025/6/23 21:15,32N,B1876,0,浙江,本部,本部,n,0,,"时刻,",0,,京,DM B-4,0,正班,国内,天气原因,受航路天气影响，航班调时,拟制,方案,PEK-N-caoyang-2025-06-23-0145,154208653
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1642,HRB,PEK,2025/6/23 22:15,2025/6/24 0:25,2025/6/23 22:15,2025/6/24 0:25,32N,B1876,0,浙江,本部,本部,n,0,,"时刻,",0,,京,DM B-4,0,正班,国内,,,拟制,方案,PEK-N-caoyang-2025-06-23-0035,154207917
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1651,PEK,SHE,2025/6/23 8:25,2025/6/23 10:05,2025/6/23 8:25,2025/6/23 10:05,73H,B1179,0,重庆,重庆,本部,n,0,,"换飞机,",0,,京,DM B-2,0,正班,国内,天气原因,因海口机场受雷雨天气影响，航班调整。,拟制,方案,PEK-D-wanghaoliang-2025-06-23-0632,154189135
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1652,SHE,PEK,2025/6/23 11:00,2025/6/23 12:40,2025/6/23 11:00,2025/6/23 12:40,73H,B1179,0,重庆,重庆,本部,n,0,,"换飞机,",0,,京,DM B-2,0,正班,国内,天气原因,因海口机场受雷雨天气影响，航班调整。,拟制,方案,PEK-D-wanghaoliang-2025-06-23-0632,154189135
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1730,PEK,HGH,2025/6/23 20:30,2025/6/23 22:50,2025/6/23 21:00,2025/6/23 23:20,32A,B6605,1,本部,浙江,本部,n,0,,"时刻,",0,,京,DM B-9,0,正班,国内,天气原因,因华东雷雨，航班延误,拟制,方案,PEK-E-yangdiqing-2025-06-23-2048,154191444
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1730,PEK,HGH,2025/6/23 20:30,2025/6/23 22:50,2025/6/23 20:30,2025/6/23 22:50,32A,B6605,1,本部,浙江,本部,n,0,,"时刻,",0,,京,DM B-9,0,正班,国内,天气原因,因华东雷雨，航班延误,拟制,方案,PEK-E-yangdiqing-2025-06-23-1937,154191317
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1732,PEK,HGH,2025/6/23 21:30,2025/6/24 0:05,2025/6/23 21:30,2025/6/24 0:05,32W,B304E,0,湖北,浙江,浙江,n,0,,"时刻,",0,,京,DM B-9,0,正班,国内,天气原因,因华东雷雨，航班延误,拟制,方案,PEK-E-yangdiqing-2025-06-23-1937,154191317
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1732,PEK,HGH,2025/6/23 21:30,2025/6/24 0:05,2025/6/23 22:30,2025/6/24 1:05,32W,B304E,0,湖北,浙江,浙江,n,0,,"时刻,",0,,京,DM B-9,0,正班,国内,天气原因,因华东雷雨，航班延误,拟制,方案,PEK-E-yangdiqing-2025-06-23-2048,154191444
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1733,HGH,SZX,2025/6/23 14:10,2025/6/23 16:30,2025/6/23 14:10,2025/6/23 16:30,33A,B5916,0,本部,浙江,浙江,n,0,,"时刻,",0,,沪,DM S-5,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1734,SZX,HGH,2025/6/23 17:50,2025/6/23 20:05,2025/6/23 17:50,2025/6/23 20:05,33A,B5916,0,本部,浙江,浙江,n,0,,"时刻,",0,,蓉,DM C-8,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1735,HGH,SZX,2025/6/23 19:00,2025/6/23 21:10,2025/6/23 19:00,2025/6/23 21:10,32G,B309R,0,浙江,浙江,浙江,n,0,7,"时刻,",0,,沪,DM S-4,0,正班,国内,天气原因,因华东雷雨天气，航班延误,拟制,方案,PEK-E-yangdiqing-2025-06-23-1833,154191199
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1735,HGH,SZX,2025/6/23 19:00,2025/6/23 21:10,2025/6/23 19:00,2025/6/23 21:10,320,B6773,0,浙江,浙江,浙江,n,0,7,"机型,换飞机,",0,,沪,DM S-4,0,正班,国内,天气原因,因天气原因前序晚到，后续航班调整。,拟制,方案,PEK-G-huyu1-2025-06-23-1503,154190838
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1736,SZX,HGH,2025/6/23 22:25,2025/6/24 0:25,2025/6/23 23:15,2025/6/24 1:15,32G,B309R,0,浙江,浙江,浙江,n,0,,"时刻,",0,,蓉,DM C-8,0,正班,国内,天气原因,因华东雷雨，航班延误,拟制,方案,PEK-E-yangdiqing-2025-06-23-2151,154191603
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1736,SZX,HGH,2025/6/23 22:25,2025/6/24 0:25,2025/6/23 22:25,2025/6/24 0:25,32G,B309R,0,浙江,浙江,浙江,n,0,,"时刻,",0,,蓉,DM C-8,0,正班,国内,天气原因,因华南雷雨天气，航班按预战术调时,拟制,方案,PEK-E-huozihe-2025-06-23-1527,154228057
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1736,SZX,HGH,2025/6/23 22:25,2025/6/24 0:25,2025/6/23 22:25,2025/6/24 0:25,320,B6773,0,浙江,浙江,浙江,n,0,,"机型,换飞机,",0,,蓉,DM C-8,0,正班,国内,天气原因,因天气原因前序晚到，后续航班调整。,拟制,方案,PEK-G-huyu1-2025-06-23-1503,154190838
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1739,HGH,CTU,2025/6/23 17:15,2025/6/23 20:10,2025/6/23 17:15,2025/6/23 20:10,320,B8493,0,浙江,浙江,浙江,n,0,,"时刻,",0,,沪,DM S-3,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1740,CTU,HGH,2025/6/23 21:25,2025/6/24 0:10,2025/6/23 21:25,2025/6/24 0:10,320,B6745,0,浙江,浙江,浙江,n,0,,"时刻,",0,,蓉,DM C-8,0,正班,国内,天气原因,因华东雷雨天气，按温州运管委要求，航班调时,拟制,方案,PEK-E-wangmeng-2025-06-23-0756,154212008
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1745,HGH,CTU,2025/6/23 13:15,2025/6/23 16:15,2025/6/23 13:15,2025/6/23 16:15,31K,B6213,0,浙江,浙江,浙江,n,0,,"时刻,",0,,沪,DM S-3,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1746,CTU,HGH,2025/6/23 17:30,2025/6/23 20:10,2025/6/23 17:30,2025/6/23 20:10,31K,B6213,0,浙江,浙江,浙江,n,0,,"时刻,",0,,蓉,DM C-8,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1747,HGH,CTU,2025/6/23 9:00,2025/6/23 12:00,2025/6/23 9:00,2025/6/23 12:00,320,B8493,0,浙江,浙江,浙江,n,0,,"时刻,",0,,沪,DM N-6,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1748,CTU,HGH,2025/6/23 13:15,2025/6/23 16:00,2025/6/23 13:15,2025/6/23 16:00,320,B8493,0,浙江,浙江,浙江,n,0,,"时刻,",0,,蓉,DM C-8,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1751,HGH,KMG,2025/6/23 7:35,2025/6/23 10:35,2025/6/23 7:35,2025/6/23 10:35,320,B8743,0,浙江,浙江,浙江,n,0,,"时刻,",0,,沪,DM N-6,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1752,KMG,HGH,2025/6/23 11:50,2025/6/23 14:50,2025/6/23 11:50,2025/6/23 14:50,320,B8743,0,浙江,浙江,浙江,n,0,,"时刻,",0,,蓉,DM C-8,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1753,HGH,KMG,2025/6/23 16:00,2025/6/23 19:15,2025/6/23 16:00,2025/6/23 19:15,320,B8743,0,浙江,浙江,浙江,n,0,,"时刻,",0,,沪,DM S-4,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1754,KMG,HGH,2025/6/23 20:55,2025/6/24 0:10,2025/6/23 20:55,2025/6/24 0:10,320,B8743,0,浙江,浙江,浙江,n,0,,"时刻,",0,,蓉,DM C-8,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1779,HGH,KWE,2025/6/23 8:35,2025/6/23 11:15,2025/6/23 8:35,2025/6/23 11:15,32N,B1638,0,浙江,浙江,浙江,n,0,,"时刻,",0,,沪,DM N-6,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1780,KWE,HGH,2025/6/23 19:50,2025/6/23 22:25,2025/6/23 19:50,2025/6/23 22:25,32N,B1638,0,浙江,浙江,浙江,n,0,,"时刻,",0,,蓉,DM C-8,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1783,HGH,ZHA,2025/6/23 15:35,2025/6/23 18:10,2025/6/23 15:35,2025/6/23 18:10,32J,B6883,0,浙江,浙江,浙江,n,0,,"换飞机,",0,,沪,DM S-4,0,正班,国内,天气原因,因前序航班天气原因晚到，后续航班调整。,拟制,方案,PEK-G-huyu1-2025-06-23-1259,154190219
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1784,ZHA,HGH,2025/6/23 20:00,2025/6/23 22:15,2025/6/23 20:00,2025/6/23 22:15,32J,B6883,0,浙江,浙江,浙江,n,0,,"换飞机,",0,,蓉,DM C-8,0,正班,国内,天气原因,因前序航班天气原因晚到，后续航班调整。,拟制,方案,PEK-G-huyu1-2025-06-23-1259,154190219
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1789,HGH,CAN,2025/6/23 7:15,2025/6/23 9:20,2025/6/23 7:15,2025/6/23 9:20,33A,B5916,0,本部,浙江,浙江,n,0,,"时刻,",0,,沪,DM N-6,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,179,PEK,MNL,2025/6/23 19:15,2025/6/24 0:20,2025/6/23 19:15,2025/6/24 0:20,73Z,B1396,0,本部,本部,本部,n,0,,"换飞机,",0,,京,DM O-C,0,正班,国际,,B1396    1发火警故障，灭火手柄灯不亮，更换两次灯泡后测试B环路不亮，回京量线。,拟制,方案,PEK-D-anzhicheng-2025-06-23-0915,154189389
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1790,CAN,HGH,2025/6/23 10:35,2025/6/23 12:45,2025/6/23 10:35,2025/6/23 12:45,33A,B5916,0,本部,浙江,浙江,n,0,,"时刻,",0,,蓉,DM C-8,0,正班,国内,,,拟制,方案,PEK-E-lidongqiao-2025-06-23-0026,154182428
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1795,HGH,CAN,2025/6/23 15:15,2025/6/23 17:40,2025/6/23 15:15,2025/6/23 17:40,32J,B8800,0,浙江,浙江,浙江,n,0,,"换飞机,",0,,沪,DM S-4,0,正班,国内,天气原因,因前序航班天气原因晚到，后续航班调整。,拟制,方案,PEK-G-huyu1-2025-06-23-1259,154190219
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1796,CAN,HGH,2025/6/23 19:00,2025/6/23 21:10,2025/6/23 19:00,2025/6/23 21:10,32J,B8800,0,浙江,浙江,浙江,n,0,,"换飞机,",0,,蓉,DM C-8,0,正班,国内,天气原因,因前序航班天气原因晚到，后续航班调整。,拟制,方案,PEK-G-huyu1-2025-06-23-1259,154190219
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1815,PEK,XMN,2025/6/23 16:30,2025/6/23 19:30,2025/6/23 16:30,2025/6/23 19:30,73P,B7891,0,大连,大连,大连,n,0,,"机型,换飞机,",0,,连,DM-D2,0,正班,国内,天气原因,因华南区域航路天气，流量控制，航班调整。,拟制,方案,DLC-001-WANGXINYANG-2025-06-23-0940,154217251
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1815,PEK,XMN,2025/6/23 16:30,2025/6/23 19:30,2025/6/23 16:30,2025/6/23 19:30,73D,B5197,0,大连,大连,大连,n,0,,"时刻,",0,,连,DM-D2,0,正班,国内,天气原因,因华南区域航路天气，流量控制，后续航班调时。,拟制,方案,DLC-002-WANGXINYANG-2025-06-23-1003,154217875
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1816,XMN,PEK,2025/6/23 20:40,2025/6/23 23:40,2025/6/23 20:40,2025/6/23 23:40,73P,B7891,0,大连,大连,大连,n,0,,"机型,换飞机,",0,,连,DM-D1,0,正班,国内,天气原因,因华南区域航路天气，流量控制，航班调整。,拟制,方案,DLC-001-WANGXINYANG-2025-06-23-0940,154217251
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1816,XMN,PEK,2025/6/23 20:40,2025/6/23 23:40,2025/6/23 20:40,2025/6/23 23:40,73D,B5197,0,大连,大连,大连,n,0,,"时刻,",0,,连,DM-D1,0,正班,国内,天气原因,因华南区域航路天气，流量控制，后续航班调时。,拟制,方案,DLC-002-WANGXINYANG-2025-06-23-1003,154217875
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1827,PEK,KOW,2025/6/23 16:30,2025/6/23 19:15,2025/6/23 16:30,2025/6/23 19:15,73D,B5197,0,大连,大连,大连,n,0,,"机型,换飞机,",0,,连,DM-D1,0,正班,国内,天气原因,因华南区域航路天气，流量控制，航班调整。,拟制,方案,DLC-001-WANGXINYANG-2025-06-23-0940,154217251
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1828,KOW,PEK,2025/6/23 20:00,2025/6/23 22:40,2025/6/23 20:00,2025/6/23 22:40,73D,B5197,0,大连,大连,大连,n,0,,"机型,换飞机,",0,,连,DM-D1,0,正班,国内,天气原因,因华南区域航路天气，流量控制，航班调整。,拟制,方案,DLC-001-WANGXINYANG-2025-06-23-0940,154217251
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1834,XMN,PEK,2025/6/23 15:40,2025/6/23 19:00,2025/6/23 15:40,2025/6/23 19:00,32Q,B6633,0,广东,浙江,本部,n,0,,"时刻,",0,,沪,DM S-1,0,正班,国内,天气原因,受航路天气影响，航班调时,拟制,方案,PEK-N-caoyang-2025-06-23-0145,154208653
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1859,PEK,FOC,2025/6/23 18:30,2025/6/23 21:15,2025/6/23 18:30,2025/6/23 21:15,73A,B5583,1,重庆,本部,本部,n,0,,"机型,换飞机,",0,,京,DM B-0,0,正班,国内,公司计划,保证重庆22分钟氧飞机在渝运行，且后续衔接为73A市场机型,拟制,方案,PEK-D-anzhicheng-2025-06-23-1156,154190058
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1860,FOC,PEK,2025/6/23 22:05,2025/6/24 0:50,2025/6/23 22:05,2025/6/24 0:50,73A,B5583,1,重庆,本部,本部,n,0,,"机型,换飞机,",0,,沪,DM S-1,0,正班,国内,公司计划,保证重庆22分钟氧飞机在渝运行，且后续衔接为73A市场机型,拟制,方案,PEK-D-anzhicheng-2025-06-23-1156,154190058
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1865,PVG,CAN,2025/6/23 17:05,2025/6/23 19:40,2025/6/23 17:05,2025/6/23 19:40,359,B32F1,0,本部,本部,广东,n,0,,"时刻,",0,,沪,DM S-5,0,正班,国内,天气原因,中南区域航路雷雨天气，航班调时,拟制,方案,PEK-A-gaopeng-2025-06-23-1028,154189706
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1865,PVG,CAN,2025/6/23 17:05,2025/6/23 19:40,2025/6/23 17:05,2025/6/23 19:40,359,B32F1,0,本部,本部,广东,n,0,,"机型,换飞机,",0,,沪,DM S-5,0,正班,国内,公司计划,22日浦东天气原因CA968航班备降，导致后续飞机航后时间不足，航班调整,作废,预案,PEK-A-gaopeng-2025-06-23-0845,154189310
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1866,CAN,PVG,2025/6/23 20:55,2025/6/23 23:20,2025/6/23 20:55,2025/6/23 23:20,359,B32F1,0,本部,本部,广东,n,0,7,"时刻,",0,,蓉,DM C-8,0,正班,国内,天气原因,中南区域航路雷雨天气，航班调时,拟制,方案,PEK-A-gaopeng-2025-06-23-1028,154189706
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1866,CAN,PVG,2025/6/23 20:55,2025/6/23 23:20,2025/6/23 20:55,2025/6/23 23:20,359,B32F1,0,本部,本部,广东,n,0,,"机型,换飞机,",0,,蓉,DM C-8,0,正班,国内,公司计划,22日浦东天气原因CA968航班备降，导致后续飞机航后时间不足，航班调整,作废,预案,PEK-A-gaopeng-2025-06-23-0845,154189310
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1883,PEK,PVG,2025/6/23 20:30,2025/6/23 22:50,2025/6/23 20:30,2025/6/23 22:50,359,B1086,0,本部,本部,本部,n,0,,"换飞机,",0,,京,DM B-9,0,正班,国内,工程机务,B321M   出现APU SGCU信息，回京需排故，航班调整,拟制,方案,PEK-B-liuxiaolei-2025-06-23-1355,154190474
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1884,PVG,PEK,2025/6/23 15:45,2025/6/23 18:45,2025/6/23 15:45,2025/6/23 18:45,359,B307C,1,本部,本部,上海,n,0,,"时刻,",0,,沪,DM S-5,0,正班,国内,,,拟制,方案,PEK-N-caoyang-2025-06-23-0025,154207769
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1894,SZX,PVG,2025/6/23 11:15,2025/6/23 14:00,2025/6/23 11:15,2025/6/23 14:00,359,B307C,1,本部,本部,上海,n,0,,"时刻,",0,,蓉,DM C-8,0,正班,国内,,,拟制,方案,PEK-N-caoyang-2025-06-23-0025,154207769
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1912,BHY,PEK,2025/6/23 12:15,2025/6/23 15:55,2025/6/23 12:15,2025/6/23 15:55,73T,B1768,0,重庆,重庆,重庆,n,0,,"时刻,",0,,蓉,DM C-6,0,正班,国内,天气原因,因华南区域对流天气影响，航班推点,拟制,方案,PEK-D-anzhicheng-2025-06-23-1035,154189723
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1933,PEK,NNG,2025/6/23 15:25,2025/6/23 18:55,2025/6/23 15:25,2025/6/23 18:55,32A,B9919,0,本部,西南,本部,n,0,,"时刻,换飞机,",0,,京,DM B-8,0,正班,国内,工程机务,"因 B6326 维护信息：ENG 2 FADEC;故障信息：T25 SNSR, J12, ECU ENG2B ，需6月23日回京航后，航班调整。",拟制,方案,PEK-E-wangmeng-2025-06-23-0652,154211188
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1934,NNG,PEK,2025/6/23 19:45,2025/6/23 22:55,2025/6/23 19:45,2025/6/23 22:55,32A,B9919,0,本部,西南,本部,n,0,,"时刻,换飞机,",0,,蓉,DM C-5,0,正班,国内,工程机务,"因 B6326 维护信息：ENG 2 FADEC;故障信息：T25 SNSR, J12, ECU ENG2B ，需6月23日回京航后，航班调整。",拟制,方案,PEK-E-wangmeng-2025-06-23-0652,154211188
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1949,PEK,HAK,2025/6/23 9:30,2025/6/23 13:20,2025/6/23 10:05,2025/6/23 13:55,73H,B1180,0,重庆,重庆,本部,n,0,,"换飞机,",0,,京,DM B-6,0,正班,国内,天气原因,因海口机场受雷雨天气影响，航班调整。,拟制,方案,PEK-D-wanghaoliang-2025-06-23-0632,154189135
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1950,HAK,PEK,2025/6/23 14:30,2025/6/23 18:15,2025/6/23 15:05,2025/6/23 18:50,73H,B1180,0,重庆,重庆,本部,n,0,,"换飞机,",0,,蓉,DM C-6,0,正班,国内,天气原因,因海口机场受雷雨天气影响，航班调整。,拟制,方案,PEK-D-wanghaoliang-2025-06-23-0632,154189135
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1953,PEK,DYG,2025/6/23 18:30,2025/6/23 21:00,2025/6/23 18:30,2025/6/23 21:00,737,B2613,0,重庆,重庆,本部,n,0,,"换飞机,",0,,京,DM B-8,0,正班,国内,天气原因,因大理机场受低云天气影响，航班衔接调整。,拟制,预案,PEK-C-quyifan-2025-06-23-0701,154189171
变更,2025/6/23 0:00,2025/6/23 0:00,1______,1954,DYG,PEK,2025/6/23 21:45,2025/6/24 0:10,2025/6/23 21:45,2025/6/24 0:10,737,B2613,0,重庆,重庆,本部,n,0,,"换飞机,",0,,蓉,DM C-6,0,正班,国内,天气原因,因大理机场受低云天气影响，航班衔接调整。,拟制,预案,PEK-C-quyifan-2025-06-23-0701,154189171
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2517,TFU,HMI,2025/6/23 17:35,2025/6/23 20:35,2025/6/23 17:35,2025/6/23 20:35,32L,B6828,1,广东,西南,西南,n,0,,"时刻,",0,,蓉,DM C-1,0,正班,国内,,因前序航班受航路天气影响，航班预战术调时。,拟制,方案,PEK-G-yanyuxiang-2025-06-23-0720,154189186
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2518,HMI,TFU,2025/6/23 21:25,2025/6/24 0:15,2025/6/23 21:25,2025/6/24 0:15,32L,B6828,1,广东,西南,西南,n,0,,"时刻,",0,,京,DM B-X,0,正班,国内,,因前序航班受航路天气影响，航班预战术调时。,拟制,方案,PEK-G-yanyuxiang-2025-06-23-0720,154189186
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2530,URC,TFU,2025/6/23 20:20,2025/6/24 0:05,2025/6/23 20:20,2025/6/24 0:05,32E,B32A2,0,西南,西南,西南,n,0,,"时刻,",0,,京,DM B-X,0,正班,国内,天气原因,因雷雨受雷雨天气影响，航班预战术调时。,拟制,方案,PEK-G-huyu1-2025-06-23-1407,154190549
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2530,URC,TFU,2025/6/23 20:20,2025/6/24 0:05,2025/6/23 20:20,2025/6/24 0:05,32E,B32A2,0,西南,西南,西南,n,0,,"时刻,",0,,京,DM B-X,0,正班,国内,天气原因,因航路受雷雨天气影响，航班预战术调时。,拟制,预案,PEK-G-huyu1-2025-06-23-1402,154190505
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2551,TFU,DLU,2025/6/23 7:25,2025/6/23 8:55,2025/6/23 7:25,2025/6/23 8:55,737,B5296,0,重庆,重庆,重庆,n,0,,"时刻,",0,,蓉,DM C-1,0,正班,国内,天气原因,因大理机场受低云天气影响，航班推迟。,拟制,方案,PEK-C-quyifan-2025-06-23-0654,154189166
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2674,NGB,TFU,2025/6/23 20:30,2025/6/23 23:30,2025/6/23 20:30,2025/6/23 23:30,32D,B9918,0,西南,西南,西南,n,0,,"时刻,",0,,沪,DM S-3,0,正班,国内,天气原因,华东区域雷雨天气航班时刻推迟,拟制,方案,PEK-G-shenbowen-2025-06-23-1938,154191321
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2707,TFU,SJW,2025/6/23 17:20,2025/6/23 19:45,2025/6/23 17:20,2025/6/23 19:45,ARJ,B658G,0,西南,西南,西南,n,0,,"换飞机,",0,,蓉,DM C-9,0,正班,国内,天气原因,西南雷雨，航班调整,拟制,方案,PEK-C-zhangshurui-2025-06-23-1002,154217794
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2708,SJW,TFU,2025/6/23 20:35,2025/6/23 23:25,2025/6/23 20:35,2025/6/23 23:25,ARJ,B658G,0,西南,西南,西南,n,0,,"换飞机,",0,,京,DM B-5,0,正班,国内,天气原因,西南雷雨，航班调整,拟制,方案,PEK-C-zhangshurui-2025-06-23-1002,154217794
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2723,TFU,CGQ,2025/6/23 13:00,2025/6/23 16:45,2025/6/23 13:00,2025/6/23 16:45,32D,B32A3,0,西南,西南,西南,n,0,,"时刻,机型,换飞机,",0,,蓉,DM C-0,0,正班,国内,工程机务,B32A3飞机监控有正常刹车伺服活门信息，航班调整,拟制,方案,PEK-G-huyu1-2025-06-23-0843,154189298
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2724,CGQ,TFU,2025/6/23 17:45,2025/6/23 22:05,2025/6/23 17:45,2025/6/23 22:05,32D,B32A3,0,西南,西南,西南,n,0,,"时刻,机型,换飞机,",0,,京,DM B-5,0,正班,国内,工程机务,B32A3飞机监控有正常刹车伺服活门信息，航班调整,拟制,方案,PEK-G-huyu1-2025-06-23-0843,154189298
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2804,CAN,TSN,2025/6/23 19:20,2025/6/23 22:35,2025/6/23 19:20,2025/6/23 22:35,73L,B5621,0,天津,天津,天津,n,0,,"时刻,",0,,蓉,DM C-9,0,正班,国内,天气原因,因华南区域对流天气，航班调时,拟制,预案,PEK-D-anzhicheng-2025-06-23-1104,154189836
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2804,CAN,TSN,2025/6/23 19:20,2025/6/23 22:35,2025/6/23 19:20,2025/6/23 22:35,73L,B5621,0,天津,天津,天津,n,0,,"时刻,",0,,蓉,DM C-9,0,正班,国内,天气原因,因华南对流天气，航班调时,拟制,方案,PEK-D-anzhicheng-2025-06-23-1304,154190248
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2811,TSN,SZX,2025/6/23 14:30,2025/6/23 17:55,2025/6/23 14:30,2025/6/23 17:55,73L,B5585,0,天津,天津,天津,n,0,,"换飞机,",0,,京,DM B-7,0,正班,国内,天气原因,深圳流控，CA2818调时，后续影响,拟制,预案,PEK-N-dongjinsheng-2025-06-23-0606,154189122
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2812,SZX,TSN,2025/6/23 19:25,2025/6/23 22:50,2025/6/23 19:25,2025/6/23 22:50,73L,B5585,0,天津,天津,天津,n,0,,"换飞机,",0,,蓉,DM C-9,0,正班,国内,天气原因,深圳流控，CA2818调时，后续影响,拟制,预案,PEK-N-dongjinsheng-2025-06-23-0606,154189122
变更,2025/6/23 0:00,2025/6/23 0:00,1______,2818,SZX,TSN,2025/6/23 8:25,2025/6/23 11:40,2025/6/23 8:25,2025/6/23 11:40,73L,B5391,0,天津,天津,天津,n,0,,"时刻,",0,,蓉,DM N-D,0,正班,国内,,,拟制,方案,PEK-N-caoyang-2025-06-23-0025,154207769
